"X","work","home","num_of_workers","BG","origin_lat","origin_lon","dest_lat","dest_lon","distance","duration","dest_time","far"
127,60372074001037,60375436011002,2,60375436011,33.8233175,-118.2842339,34.0522372,-118.2413901,29412,1676,9.46555555555556,"0-40"
128,60372074001037,60375436011004,3,60375436011,33.8207315,-118.2835634,34.0522372,-118.2413901,29648,1708,9.47444444444444,"0-40"
129,60372074001037,60375436011007,2,60375436011,33.8200666,-118.2786938,34.0522372,-118.2413901,30058,1736,9.48222222222222,"0-40"
130,60372074001037,60375436011008,1,60375436011,33.820989,-118.2776565,34.0522372,-118.2413901,29740,1724,9.47888888888889,"0-40"
131,60372074001037,60375436011009,1,60375436011,33.8197828,-118.2813402,34.0522372,-118.2413901,29541,1671,9.46416666666667,"0-40"
132,60372075021027,60375436011001,1,60375436011,33.8223485,-118.2777169,34.0515646,-118.2546334,28445,1447,9.40194444444444,"0-40"
133,60372075021029,60375436011007,1,60375436011,33.8200666,-118.2786938,34.0533598,-118.2570674,27984,1406,9.39055555555556,"0-40"
134,60372077101001,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0522437,-118.2587945,28803,1562,9.43388888888889,"0-40"
135,60372077101011,60375436011000,1,60375436011,33.8232612,-118.2791352,34.0491563,-118.2617467,28226,1611,9.4475,"0-40"
136,60372077101011,60375436011012,1,60375436011,33.8201451,-118.2866623,34.0491563,-118.2617467,27515,1541,9.42805555555556,"0-40"
137,60372077101019,60375436011007,1,60375436011,33.8200666,-118.2786938,34.0493968,-118.2572407,28006,1465,9.40694444444444,"0-40"
138,60372077101038,60375436011007,1,60375436011,33.8200666,-118.2786938,34.0491072,-118.254056,28469,1590,9.44166666666667,"0-40"
139,60372077101053,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0429063,-118.2687013,26297,1403,9.38972222222222,"0-40"
140,60372077101053,60375436011007,1,60375436011,33.8200666,-118.2786938,34.0429063,-118.2687013,26707,1431,9.3975,"0-40"
141,60372079001011,60375436011000,1,60375436011,33.8232612,-118.2791352,34.0398034,-118.2610132,27430,1592,9.44222222222222,"0-40"
142,60372079001011,60375436011002,3,60375436011,33.8233175,-118.2842339,34.0398034,-118.2610132,26662,1499,9.41638888888889,"0-40"
143,60372079001011,60375436011004,2,60375436011,33.8207315,-118.2835634,34.0398034,-118.2610132,26898,1531,9.42527777777778,"0-40"
144,60372079001011,60375436011007,2,60375436011,33.8200666,-118.2786938,34.0398034,-118.2610132,27308,1558,9.43277777777778,"0-40"
145,60372079002007,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0404776,-118.2655784,26126,1396,9.38777777777778,"0-40"
146,60372080001013,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0601893,-118.2545702,28693,1528,9.42444444444445,"0-40"
147,60372088022003,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0595476,-118.2814751,28389,1739,9.48305555555556,"0-40"
148,60372089021003,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0564091,-118.274612,28647,1683,9.4675,"0-40"
149,60372089032000,60375436011008,1,60375436011,33.820989,-118.2776565,34.0618496,-118.2725965,29747,1731,9.48083333333333,"0-40"
150,60372091022000,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0542532,-118.2652044,28956,1645,9.45694444444444,"0-40"
151,60372091022000,60375436011003,1,60375436011,33.8229608,-118.2866373,34.0542532,-118.2652044,28670,1641,9.45583333333333,"0-40"
152,60372091022007,60375436011003,1,60375436011,33.8229608,-118.2866373,34.0530246,-118.2659941,27218,1551,9.43083333333333,"0-40"
153,60372092001001,60375436011002,2,60375436011,33.8233175,-118.2842339,34.0562983,-118.257358,27791,1400,9.38888888888889,"0-40"
154,60372092001001,60375436011004,2,60375436011,33.8207315,-118.2835634,34.0562983,-118.257358,28026,1432,9.39777777777778,"0-40"
155,60372092001001,60375436011012,1,60375436011,33.8201451,-118.2866623,34.0562983,-118.257358,27848,1424,9.39555555555556,"0-40"
156,60372092001032,60375436011004,1,60375436011,33.8207315,-118.2835634,34.051718,-118.2626654,27653,1536,9.42666666666667,"0-40"
157,60372094032000,60375436011000,1,60375436011,33.8232612,-118.2791352,34.0528713,-118.2755156,28931,1684,9.46777777777778,"0-40"
158,60372110002009,60375436011007,1,60375436011,33.8200666,-118.2786938,34.0628867,-118.3307054,35617,2015,9.55972222222222,"0-40"
159,60372110004011,60375436011000,2,60375436011,33.8232612,-118.2791352,34.0634662,-118.3338943,36005,2072,9.57555555555555,"0-40"
160,60372111202004,60375436011000,1,60375436011,33.8232612,-118.2791352,34.0653867,-118.2908079,30261,2035,9.56527777777778,"0-40"
161,60372111202004,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0653867,-118.2908079,29493,1941,9.53916666666667,"0-40"
162,60372111202004,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0653867,-118.2908079,29729,1973,9.54805555555556,"0-40"
163,60372111202004,60375436011011,1,60375436011,33.8216653,-118.2776879,34.0653867,-118.2908079,29817,1989,9.5525,"0-40"
164,60372111202010,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0627655,-118.2863393,28569,1756,9.48777777777778,"0-40"
165,60372121012004,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0626854,-118.294748,29419,1950,9.54166666666667,"0-40"
166,60372123031000,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0607828,-118.2922665,29224,1862,9.51722222222222,"0-40"
167,60372123062003,60375436011007,1,60375436011,33.8200666,-118.2786938,34.055218,-118.2947556,29184,1843,9.51194444444444,"0-40"
168,60372126101000,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0611843,-118.3101311,33032,1910,9.53055555555556,"0-40"
169,60372126101002,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0612193,-118.3156389,32380,1823,9.50638888888889,"0-40"
170,60372126101002,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0612193,-118.3156389,32616,1855,9.51527777777778,"0-40"
171,60372128002002,60375436011009,1,60375436011,33.8197828,-118.2813402,34.0551367,-118.3306024,34192,1826,9.50722222222222,"0-40"
172,60372131002012,60375436011008,1,60375436011,33.820989,-118.2776565,34.0479957,-118.3164928,31121,1669,9.46361111111111,"0-40"
173,60372141004004,60375436011002,1,60375436011,33.8233175,-118.2842339,34.072311,-118.3434835,37145,2232,9.62,"0-40"
174,60372145012000,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0733482,-118.3547656,35092,2414,9.67055555555556,"0-40"
175,60372145012004,60375436011012,1,60375436011,33.8201451,-118.2866623,34.072222,-118.3602774,34232,2360,9.65555555555556,"0-40"
176,60372146002006,60375436011007,1,60375436011,33.8200666,-118.2786938,34.069633,-118.3628042,34466,2317,9.64361111111111,"0-40"
177,60372149021002,60375436011002,2,60375436011,33.8233175,-118.2842339,34.0759639,-118.3804348,35040,2433,9.67583333333333,"0-40"
178,60372149021002,60375436011004,2,60375436011,33.8207315,-118.2835634,34.0759639,-118.3804348,35276,2465,9.68472222222222,"0-40"
179,60372149021002,60375436011007,2,60375436011,33.8200666,-118.2786938,34.0759639,-118.3804348,35686,2492,9.69222222222222,"0-40"
180,60372149022012,60375436011008,1,60375436011,33.820989,-118.2776565,34.0700809,-118.3768792,34195,2251,9.62527777777778,"0-40"
181,60372163001000,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0614775,-118.352381,33381,2105,9.58472222222222,"0-40"
182,60372167003007,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0485262,-118.3755739,31545,1879,9.52194444444445,"0-40"
183,60372182102006,60375436011004,1,60375436011,33.8207315,-118.2835634,34.040427,-118.3448846,33634,1715,9.47638888888889,"0-40"
184,60372240201016,60375436011002,1,60375436011,33.8233175,-118.2842339,34.031534,-118.2707228,24571,1304,9.36222222222222,"0-40"
185,60372243201002,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0440523,-118.2779055,26138,1395,9.3875,"0-40"
186,60372244101004,60375436011007,1,60375436011,33.8200666,-118.2786938,34.036096,-118.275225,25644,1430,9.39722222222222,"0-40"
187,60372244101010,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0352493,-118.2772098,24932,1389,9.38583333333333,"0-40"
188,60372260011007,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0290388,-118.2576035,27083,1421,9.39472222222222,"0-40"
189,60372260012024,60375436011000,1,60375436011,33.8232612,-118.2791352,34.0218514,-118.2420776,29097,1536,9.42666666666667,"0-40"
190,60372260012039,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0215188,-118.2478068,28378,1497,9.41583333333333,"0-40"
191,60372260021001,60375436011011,1,60375436011,33.8216653,-118.2776879,34.0413223,-118.2498523,29360,1699,9.47194444444444,"0-40"
192,60372260021109,60375436011000,1,60375436011,33.8232612,-118.2791352,34.0275797,-118.2434832,29265,1577,9.43805555555556,"0-40"
193,60372260021109,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0275797,-118.2434832,28733,1515,9.42083333333333,"0-40"
194,60372260022009,60375436011000,1,60375436011,33.8232612,-118.2791352,34.0290432,-118.239504,30014,1619,9.44972222222222,"0-40"
195,60372267002004,60375436011004,1,60375436011,33.8207315,-118.2835634,34.016196,-118.2659909,24049,1355,9.37638888888889,"0-40"
196,60372287102002,60375436011000,1,60375436011,33.8232612,-118.2791352,33.9965388,-118.2542817,23238,1442,9.40055555555556,"0-40"
197,60372288001003,60375436011007,1,60375436011,33.8200666,-118.2786938,34.0005036,-118.2404806,24987,1648,9.45777777777778,"0-40"
198,60372311002023,60375436011009,1,60375436011,33.8197828,-118.2813402,34.0115728,-118.2755647,22351,1120,9.31111111111111,"0-40"
199,60372312202000,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0171428,-118.2868062,24109,1386,9.385,"0-40"
200,60372312202006,60375436011003,1,60375436011,33.8229608,-118.2866373,34.0122656,-118.2847585,22516,1260,9.35,"0-40"
201,60372325004003,60375436011004,1,60375436011,33.8207315,-118.2835634,33.99002,-118.3165802,23146,1447,9.40194444444444,"0-40"
202,60372343003006,60375436011012,1,60375436011,33.8201451,-118.2866623,34.0069557,-118.3341621,26447,1767,9.49083333333333,"0-40"
203,60372345012013,60375436011000,1,60375436011,33.8232612,-118.2791352,33.9965759,-118.3275733,26097,1755,9.4875,"0-40"
204,60372347003002,60375436011007,1,60375436011,33.8200666,-118.2786938,33.9881015,-118.3308187,24652,1640,9.45555555555556,"0-40"
205,60372362023000,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0199461,-118.3532666,30109,1784,9.49555555555555,"0-40"
206,60372379001003,60375436011004,1,60375436011,33.8207315,-118.2835634,33.9736595,-118.30841,20689,1283,9.35638888888889,"0-40"
207,60372392021008,60375436011004,1,60375436011,33.8207315,-118.2835634,33.9864847,-118.2567978,21558,1225,9.34027777777778,"0-40"
208,60372392021008,60375436011008,1,60375436011,33.820989,-118.2776565,33.9864847,-118.2567978,21649,1241,9.34472222222222,"0-40"
209,60372411101000,60375436011002,1,60375436011,33.8233175,-118.2842339,33.9378464,-118.2716975,14397,833,9.23138888888889,"0-40"
210,60372411101001,60375436011008,1,60375436011,33.820989,-118.2776565,33.9369662,-118.2716924,14555,893,9.24805555555556,"0-40"
211,60372411102002,60375436011002,1,60375436011,33.8233175,-118.2842339,33.9401776,-118.2727817,14524,857,9.23805555555556,"0-40"
212,60372427005003,60375436011011,1,60375436011,33.8216653,-118.2776879,33.9423581,-118.2448961,17879,1113,9.30916666666667,"0-40"
213,60372622002014,60375436011000,1,60375436011,33.8232612,-118.2791352,34.0835092,-118.4633969,39975,1968,9.54666666666667,"0-40"
214,60372623011010,60375436011004,1,60375436011,33.8207315,-118.2835634,34.1124843,-118.4888574,43037,1888,9.52444444444444,"40-80"
215,60372627062002,60375436011012,1,60375436011,33.8201451,-118.2866623,34.0450288,-118.5241589,42896,2098,9.58277777777778,"40-80"
216,60372643013000,60375436011007,1,60375436011,33.8200666,-118.2786938,34.051871,-118.460512,36862,1703,9.47305555555556,"0-40"
217,60372652023002,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0613548,-118.446792,36054,1742,9.48388888888889,"0-40"
218,60372653011011,60375436011001,1,60375436011,33.8223485,-118.2777169,34.0654261,-118.4434631,36542,1822,9.50611111111111,"0-40"
219,60372653011011,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0654261,-118.4434631,36031,1785,9.49583333333333,"0-40"
220,60372653051006,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0609593,-118.4474484,35687,1650,9.45833333333333,"0-40"
221,60372655101002,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0580685,-118.4444047,35342,1584,9.44,"0-40"
222,60372655101002,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0580685,-118.4444047,35577,1616,9.44888888888889,"0-40"
223,60372655202002,60375436011007,1,60375436011,33.8200666,-118.2786938,34.0509987,-118.4373604,35754,1759,9.48861111111111,"0-40"
224,60372656011006,60375436011012,1,60375436011,33.8201451,-118.2866623,34.0587828,-118.4315702,36752,1745,9.48472222222222,"0-40"
225,60372657003001,60375436011004,1,60375436011,33.8207315,-118.2835634,34.0653679,-118.4271114,37584,1813,9.50361111111111,"0-40"
226,60372657003001,60375436011012,1,60375436011,33.8201451,-118.2866623,34.0653679,-118.4271114,37405,1805,9.50138888888889,"0-40"
227,60372672003022,60375436011012,1,60375436011,33.8201451,-118.2866623,34.0467212,-118.444644,33913,1552,9.43111111111111,"0-40"
228,60372672003029,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0416828,-118.4407188,34433,1592,9.44222222222222,"0-40"
229,60372676003007,60375436011002,1,60375436011,33.8233175,-118.2842339,34.0333681,-118.4578791,34402,1688,9.46888888888889,"0-40"
